body,body_id,building,trades,stage,stage_verified,dollar_amount,funding_source,scope_summary,evidence_quote,source_url,meeting_date,in_window
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,,unknown,Boiler and Breeching Cleaning service contract awarded.,"Boiler and Breeching Cleaning – awarded to Thermotec Combustion, Inc.",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,roofing,6_award,False,,unknown,Roof Repairs service contract awarded.,"Roof Repairs – awarded to DNA Contracting, Inc.",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,,unknown,Gates and Chain Link Fencing bid awarded.,Gates and Chain Link Fencing – awarded to Ideal Fence Corp.,https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,6_award,False,,unknown,Windows bid awarded to Arrow Steel Window Corp.,Windows – awarded to Arrow Steel Window Corp.,https://files.smartsites.parentsquare.com/6796/july_2009_school_board_minutes.pdf,2009-07-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,,unknown,Athletic uniforms bid awarded to Port Jefferson Sports.,Athletic Uniforms – awarded to Port Jefferson Sports.,https://files.smartsites.parentsquare.com/6796/july_2009_school_board_minutes.pdf,2009-07-01,False
West Islip Union Free School District,NCES-3630690,,maintenance_services,6_award,False,,unknown,Snow removal and ice control bid extension awarded to Stang Landscaping Corp.,Snow Removal and Ice Control – awarded to Stang Landscaping Corp.,https://files.smartsites.parentsquare.com/6796/july_2009_school_board_minutes.pdf,2009-07-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,6_award,False,,unknown,Windows bid awarded to Arrow Steel Window Corp.,Windows – awarded to Arrow Steel Window Corp.,https://files.smartsites.parentsquare.com/6796/july_2009_school_board_minutes.pdf,2009-07-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,,unknown,Maintenance and service of pneumatic and DDC control systems bid extension awarded.,"Maintenance and Service Pneumatic and DDC Control Systems – awarded to Cardinal Control Systems, Inc.",https://files.smartsites.parentsquare.com/6796/july_2009_school_board_minutes.pdf,2009-07-01,False
West Islip Union Free School District,NCES-3630690,,maintenance_services,6_award,False,,unknown,Maintenance and service of pneumatic and DDC control systems bid extension awarded.,"Maintenance and Service Pneumatic and DDC Control Systems – awarded to Cardinal Control Systems, Inc.",https://files.smartsites.parentsquare.com/6796/july_2009_school_board_minutes.pdf,2009-07-01,False
West Islip Union Free School District,NCES-3630690,,maintenance_services,6_award,False,,operating budget,Boiler breeching and repair work contract awarded.,"Boiler Breeching and Repair Work – awarded to Ultimate Power, Inc.",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,,operating budget,Maintenance and service for pneumatic and DDC control systems.,"Maintenance and Service for Pneumatic and DDC Control Systems – awarded to Cardinal Control Systems, Inc.",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,6_award,False,,,School construction consultant contract approved by board.,approve School Construction Consultants contract,https://files.smartsites.parentsquare.com/6796/september_2009_school_board_minutes.pdf,2009-09-01,False
West Islip Union Free School District,NCES-3630690,,life_safety_security,6_award,False,,operating budget,"Fire alarm, security alarm maintenance, repair, and monitoring services.",Maintenance and Repair of Security Alarm Systems and Central Station Monitoring – awarded to World Wide Security,https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,,maintenance_services,6_award,False,,operating budget,Bid award for boiler breeching and repair work,"Boiler Breeching and Repair Work – awarded to Ultimate Power, Inc.",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,,maintenance_services,6_award,False,,operating budget,Bid award for maintenance and service of pneumatic and DDC control systems,"Maintenance and Service for Pneumatic and DDC Control Systems – awarded to Cardinal Control Systems, Inc.",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,,life_safety_security,6_award,False,,operating budget,Bid award for fire alarm system maintenance and security alarm system repair and monitoring,Maintenance and Repair of Security Alarm Systems and Central Station Monitoring – awarded to World Wide Security,https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,,life_safety_security,6_award,False,,operating budget,Settlement agreement with Commercial Door System authorized for signature.,approve resolution authorizing Board of Education President signing settlement agreement with Commercial Door System.,https://files.smartsites.parentsquare.com/6796/may06.pdf,2006-05-01,False
West Islip Union Free School District,NCES-3630690,Library,interiors,6_award,False,,bond,Library bond issue change orders approved by Finance Committee.,"approve Library bond issue change orders, as recommended by Finance Committee.",https://files.smartsites.parentsquare.com/6796/june03mins.pdf,2004-06-01,False
West Islip Union Free School District,NCES-3630690,Udall Road Middle School,site_athletics,6_award,False,,donation,Installation of pavers at courtyard,donation of labor for installation of pavers at Udall Road Middle School courtyard,https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
West Islip Union Free School District,NCES-3630690,,interiors,6_award,True,,settlement,Replace FRP doors after Pav-lak settlement matter.,authorize Guercio & Guercio to settle the Pav-lak matter...to replace the FRP doors,https://files.smartsites.parentsquare.com/6796/july03mins.pdf,,
West Islip Union Free School District,NCES-3630690,Not specified,interiors,6_award,True,,unknown,Settlement payment to replace FRP doors,"authorize Guercio & Guercio to settle the Pav-lak matter, cost to replace the FRP doors",https://files.smartsites.parentsquare.com/6796/july03mins.pdf,,
West Islip Union Free School District,NCES-3630690,Udall Road,electrical_lighting,6_award,False,-313.37,bond,Electrical work change order at Udall Road location.,A.S.R. Electrical Contracting Inc. – Change Order #1 (Udall Road) = ($313.37),https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,6_award,False,-2500,unknown,"Electrical work change order providing a $2,500 credit.","change order # 1 – Locust Valley Electric (credit = $2,500)",https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
West Islip Union Free School District,NCES-3630690,Beach Street,electrical_lighting,6_award,False,-5564.32,bond,Electrical work change order at Beach Street location.,"A.S.R. Electrical Contracting Inc. – Change Order #1 (Beach Street) = ($5,564.32)",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,High School,electrical_lighting,6_award,False,-10277.26,bond,Electrical work change order at High School location.,"A.S.R. Electrical Contracting Inc. – Change Order #1 (High School) = ($10,277.26)",https://files.smartsites.parentsquare.com/6796/june_2011_school_board_minutes.pdf,2011-06-01,False
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District facilities,general_construction,7_construction,False,22700000,bond,"Ongoing bond issue construction project with authority to approve change orders up to $10,000.","West Islip Union Free School District is in the process of a $22,700,000 bond issue construction project.",https://files.smartsites.parentsquare.com/6796/june_2009_school_board_minutes.pdf,2009-06-01,False
West Islip Union Free School District,NCES-3630690,West Islip Union Free School District,"hvac_mechanical, roofing, life_safety_security",7_construction,False,22700000,bond,Bond issue construction project with authorization for change orders and construction alternates.,"West Islip Union Free School District is in the process of a $22,700,000 bond issue construction project.",https://files.smartsites.parentsquare.com/6796/june_2009_school_board_minutes.pdf,2009-06-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,682368.85,bond,"Bond payment to J.D. Posillico, Inc. for construction work.","approve bond payment for $682,368.85 to J.D. Posillico, Inc., as recommended by the Finance Committee",https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,7_construction,False,100000,bond,Pav-Lak stipulation of settlement with credit change order approved.,"approve credit change order for Pav-Lak in the amount of $100,000.",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,7_construction,False,100000,bond,Pav-Lak paving work with settlement and credit change order.,"approve credit change order for Pav-Lak in the amount of $100,000",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,86400,bond,School construction consulting services contract addendum.,"contract addendum with School Construction Consultants, Inc. in the amount of $86,400",https://files.smartsites.parentsquare.com/6796/april_2011_school_board_minutes.pdf,2011-04-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,86400,unknown,School construction consulting services contract addendum.,"contract addendum with School Construction Consultants, Inc. in the amount of $86,400",https://files.smartsites.parentsquare.com/6796/april_2011_school_board_minutes.pdf,2011-04-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,68953.27,unknown,Electrical power work with change orders for Ultimate Power and Cooper Power and Lighting.,"approve change orders: Ultimate Power, Inc. - #2R for $14,655.00; Ultimate Power, Inc. - #3R for $6,573.80; Cooper Power and Lighting Corp. - #3 for $18,482.84; Cooper Power and Lighting Corp. - #4 for $9,686.15; Cooper Power and Lighting Corp. - #5 for $19,555.48.",https://files.smartsites.parentsquare.com/6796/december_2010_school_board_minutes.pdf,2010-12-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,60000,unknown,Change order for construction work by Land Tek Group.,"approve change order – Land Tek Group for $60,000.00",https://files.smartsites.parentsquare.com/6796/september_2009_school_board_minutes2.pdf,2009-10-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,60000,unknown,Change order for Land Tek Group construction services.,"approve change order – Land Tek Group for $60,000.00",https://files.smartsites.parentsquare.com/6796/september_2009_school_board_minutes.pdf,2009-09-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,60000,unknown,Change order for Land Tek Group construction work.,"approve change order – Land Tek Group for $60,000.00",https://files.smartsites.parentsquare.com/6796/september_2009_school_board_minutes2.pdf,2009-10-01,False
West Islip Union Free School District,NCES-3630690,Library,general_construction,7_construction,False,48267,bond,Library bond issue construction work with credit change order to LouGene.,"$48,267 to LouGene, Inc.",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,,interiors,7_construction,False,37989,bond,Library bond issue change order for work by Lougene.,"library bond issue change order: $37,989.00 to Lougene",https://files.smartsites.parentsquare.com/6796/apr04mins.pdf,2004-04-01,False
West Islip Union Free School District,NCES-3630690,,interiors,7_construction,False,37989,bond,Library bond issue change order for work or materials.,"approve library bond issue change order: $37,989.00 to Lougene",https://files.smartsites.parentsquare.com/6796/apr04mins.pdf,2004-04-01,False
West Islip Union Free School District,NCES-3630690,Udall,general_construction,7_construction,False,37292.0,bond,Construction work at Udall Road Middle School with change orders.,"SMC Construction, Corp. (Udall) #2 = $18,632.00; #1 = $18,660.00",https://files.smartsites.parentsquare.com/6796/april_2011_school_board_minutes.pdf,2011-04-01,False
West Islip Union Free School District,NCES-3630690,Oquenock,general_construction,7_construction,False,37000,bond,Construction work performed at Oquenock with credit change order approved.,"Quad Construction: $37,000 for work performed at Oquenock",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,Oquenock,general_construction,7_construction,False,37000,bond,Construction work completed at Oquenock Elementary School.,"$37,000 for work performed at Oquenock",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,,plumbing,7_construction,False,31000,unknown,Plumbing work change order approved.,"All Island Plumbing – Change Order #1 for $31,000.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,,plumbing,7_construction,False,31000,unknown,Plumbing work change order during construction.,"Approval of Change orders Number 1 – All Island Plumbing $31,000.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,,plumbing,7_construction,False,31000,unknown,Plumbing work change order approved for thirty-one thousand dollars.,"All Island Plumbing – Change Order #1 for $31,000.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,,plumbing,7_construction,False,31000,unknown,Plumbing work change order number 1,"Approval of Change orders Number 1 – All Island Plumbing $31,000.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,7_construction,False,29776.73,bond,Parking lot reconstruction with unexpected groundwater level encountered during construction.,"bond issue change order: $29,776.73 to JD Posillico, Inc. (for unexpected groundwater level found when reconstruction of the parking lot began at the High School)",https://files.smartsites.parentsquare.com/6796/feb05mins.pdf,2005-02-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,7_construction,False,29776.73,bond,Parking lot reconstruction with unexpected groundwater level encountered.,"bond issue change order: $29,776.73 to JD Posillico, Inc. (for unexpected groundwater level found when reconstruction of the parking lot began at the High School)",https://files.smartsites.parentsquare.com/6796/feb05mins.pdf,2005-02-01,False
West Islip Union Free School District,NCES-3630690,Bayview,general_construction,7_construction,False,29500,bond,Construction work completed at Bayview Elementary School.,"Quad Construction: $29,500 for work performed at Bayview",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,Bayview,general_construction,7_construction,False,29500,bond,Construction work performed at Bayview with credit change order approved.,"Quad Construction: $29,500 for work performed at Bayview",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,Beach,general_construction,7_construction,False,26153.5,bond,Construction work at Beach school with multiple change orders issued.,"SMC Construction, Corp. (Beach) #1 = $4,535.00; #2 = $18,745.50; #3 = $2,873.00",https://files.smartsites.parentsquare.com/6796/april_2011_school_board_minutes.pdf,2011-04-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,25765.0,bond,Construction work at High School with multiple change orders.,"SMC Construction, Corp. (H.S.) #2 = $12,994.00; #1 = $12,771.00",https://files.smartsites.parentsquare.com/6796/april_2011_school_board_minutes.pdf,2011-04-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,25000,unknown,Electrical or power work with change order for additional scope.,"approve the following change order: Ultimate Power #1 for $25,000.00",https://files.smartsites.parentsquare.com/6796/november_2009_school_board_minutes.pdf,2009-11-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,25000,unknown,Electrical power work with change order from Ultimate Power.,"approve the following change order: Ultimate Power #1 for $25,000.00",https://files.smartsites.parentsquare.com/6796/november_2009_school_board_minutes.pdf,2009-11-01,False
West Islip Union Free School District,NCES-3630690,Library,electrical_lighting,7_construction,False,22985.85,bond,Electrical work change order for library bond issue project.,"approve library bond issue change orders, as recommended by Finance Committee: S.J. Electric $22,985.85.",https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,22985.85,bond,Electrical work under library bond issue change order.,"library bond issue change orders: S.J. Electric $22,985.85",https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,Bellew,general_construction,7_construction,False,22500,bond,Construction work performed at Bellew with credit change order approved.,"Quad Construction: $22,500 for work performed at Bellew",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,Bellew,general_construction,7_construction,False,22500,bond,Construction work completed at Bellew Elementary School.,"$22,500 for work performed at Bellew",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,,plumbing,7_construction,False,21482.35,bond,Bond payment to ARA Plumbing Corp. for plumbing work.,"approve bond payment for $21,482.35 to ARA Plumbing Corp., as recommended by the Finance Committee",https://files.smartsites.parentsquare.com/6796/oct04min.pdf,2004-10-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,19700,unknown,Construction work with change order for additional scope.,"approve the following change order: Baruti Construction Corp. - #1 for $19,700.00",https://files.smartsites.parentsquare.com/6796/november_2009_school_board_minutes.pdf,2009-11-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,19700,unknown,Construction work with change order from Baruti Construction Corp.,"approve the following change order: Baruti Construction Corp. - #1 for $19,700.00",https://files.smartsites.parentsquare.com/6796/november_2009_school_board_minutes.pdf,2009-11-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,19428,unknown,Electrical work change order for additional costs.,"Cooper Power & Lighting Corp. - #1 for $19,428.00",https://files.smartsites.parentsquare.com/6796/september_2010_school_board_minutes.pdf,2010-09-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,7_construction,False,19095,bond,Land survey and site work change order.,"bond issue change order: Land Tek Group # 5 - $19,095.00",https://files.smartsites.parentsquare.com/6796/february_2010_school_board_minutes.pdf,2010-02-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,19046.68,unknown,Construction change order for additional project costs.,"Stalco Construction, Inc. - #4 for $19,046.68",https://files.smartsites.parentsquare.com/6796/september_2010_school_board_minutes.pdf,2010-09-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,18108,unknown,Construction or repair work performed by contractor at the High School,"change orders: Watral Brothers, Inc. - #1 at the High School for $18,108.00",https://files.smartsites.parentsquare.com/6796/january_2011_school_board_minutes.pdf,2011-01-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,18108,unknown,"Change order work at the High School by Watral Brothers, Inc.","Watral Brothers, Inc. - #1 at the High School for $18,108.00",https://files.smartsites.parentsquare.com/6796/january_2011_school_board_minutes.pdf,2011-01-01,False
West Islip Union Free School District,NCES-3630690,Oquenock,general_construction,7_construction,False,16766.0,bond,"Bond issue construction work with change order credit from Ultimate Power, Inc.","bond issue change order: #1 – Ultimate Power, Inc. (Oquenock) for $16,766.00 credit.",https://files.smartsites.parentsquare.com/6796/july_2010_school_board_minutes.pdf,2010-07-01,False
West Islip Union Free School District,NCES-3630690,Oquenock,electrical_lighting,7_construction,False,16766.0,bond,Bond issue electrical work with change order credit.,"bond issue change order: #1 – Ultimate Power, Inc. (Oquenock) for $16,766.00 credit.",https://files.smartsites.parentsquare.com/6796/july_2010_school_board_minutes.pdf,2010-07-01,False
West Islip Union Free School District,NCES-3630690,,site_athletics,7_construction,False,13905,bond,Land survey and site work change orders.,"bond issue change order: Land Tek Group # 4 - $13,905.00",https://files.smartsites.parentsquare.com/6796/february_2010_school_board_minutes.pdf,2010-02-01,False
West Islip Union Free School District,NCES-3630690,Westbrook,general_construction,7_construction,False,13126.37,bond,"Bond issue construction work with change order credit from Ultimate Power, Inc.","bond issue change order: #1 – Ultimate Power, Inc. (Westbrook) for $13,126.37 credit.",https://files.smartsites.parentsquare.com/6796/july_2010_school_board_minutes.pdf,2010-07-01,False
West Islip Union Free School District,NCES-3630690,Westbrook,electrical_lighting,7_construction,False,13126.37,bond,Bond issue electrical work with change order credit.,"bond issue change order: #1 – Ultimate Power, Inc. (Westbrook) for $13,126.37 credit.",https://files.smartsites.parentsquare.com/6796/july_2010_school_board_minutes.pdf,2010-07-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,12500,unknown,Construction work with second change order for additional scope.,"approve the following change order: Baruti Construction Corp. - #2 for $12,500.00",https://files.smartsites.parentsquare.com/6796/november_2009_school_board_minutes.pdf,2009-11-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,12500,unknown,Construction work with second change order from Baruti Construction Corp.,"approve the following change order: Baruti Construction Corp. - #2 for $12,500.00",https://files.smartsites.parentsquare.com/6796/november_2009_school_board_minutes.pdf,2009-11-01,False
West Islip Union Free School District,NCES-3630690,Library,electrical_lighting,7_construction,False,12246.34,bond,Electrical work change order during library bond project construction.,"library bond issue change orders, as recommended by Finance Committee: SJ Electric - $12,246.34",https://files.smartsites.parentsquare.com/6796/feb04mins.pdf,2004-02-01,False
West Islip Union Free School District,NCES-3630690,Library,electrical_lighting,7_construction,True,12246.34,bond,Electrical work change order for library bond issue project.,"library bond issue change orders, as recommended by Finance Committee: SJ Electric - $12,246.34",https://files.smartsites.parentsquare.com/6796/feb04mins.pdf,2004-02-01,False
West Islip Union Free School District,NCES-3630690,Multiple buildings,general_construction,7_construction,False,11950,bond,Bond-funded construction work with contractor change orders.,"bond issue change order: Baruti Construction Corp. – Change Order # 4 for $5,550.00",https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,11911,unknown,Electrical work change order for additional costs.,"Cooper Power & Lighting Corp. - #2 for $11,911.00",https://files.smartsites.parentsquare.com/6796/september_2010_school_board_minutes.pdf,2010-09-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,7_construction,False,11111.23,unknown,Window replacement or repair work with change orders from Arrow Steel Window Corp.,"approve the following change order: Arrow Steel Window Corp. # 1 for $3,060.76",https://files.smartsites.parentsquare.com/6796/october_2010_school_board_minutes.pdf,2010-10-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,10000.0,bond,Bond issue change order for construction work.,"bond issue change order: SMC Construction, Corp. - #4 (High School) = $10,000.00.",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,10000.0,bond,Change order to construction project.,"SMC Construction, Corp. - #4 (High School) = $10,000.00.",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,7_construction,False,10000.0,bond,Change order for construction work at High School,"bond issue change order: SMC Construction, Corp. - #4 (High School) = $10,000.00",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Library,general_construction,7_construction,False,10000,bond,Library bond issue construction work with credit change orders approved.,"Library bond issue change orders: credit of $10,000 to LouGene, Inc.",https://files.smartsites.parentsquare.com/6796/aug03mins1.pdf,2003-08-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,9200,bond,Bond issue change order processing for ongoing construction work.,"approve bond issue change orders, as recommended by Finance Committee: credit of $9,200.00 to Paza Contracting",https://files.smartsites.parentsquare.com/6796/may05minutes.pdf,2005-05-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,8830.0,unknown,"Construction work with change order from Stalco Construction, Inc.","approve the following change order: Stalco Construction, Inc. # 5 for $8,830.00",https://files.smartsites.parentsquare.com/6796/october_2010_school_board_minutes.pdf,2010-10-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,8830.0,unknown,"Change order for general construction work from Stalco Construction, Inc.","approve the following change order: Stalco Construction, Inc. # 5 for $8,830.00",https://files.smartsites.parentsquare.com/6796/october_2010_school_board_minutes.pdf,2010-10-01,False
West Islip Union Free School District,NCES-3630690,Masera,general_construction,7_construction,False,8280.55,bond,Bond issue change order for construction work.,"bond issue change order: Snow Industries, Inc. - #1 (Masera) = ($8,280.55).",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Masera,general_construction,7_construction,False,8280.55,bond,Change order for construction work at Masera building,"bond issue change order: Snow Industries, Inc. - #1 (Masera) = ($8,280.55)",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,Masera,general_construction,7_construction,False,8280.55,bond,Change order to construction project.,"Snow Industries, Inc. -#1 (Masera) = ($8,280.55).",https://files.smartsites.parentsquare.com/6796/may_2011_school_board_minutes.pdf,2011-05-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,7_construction,False,8050.47,unknown,Second change order for window work from Arrow Steel Window Corp.,"approve the following change order: Arrow Steel Window Corp. # 2 for $8,050.47",https://files.smartsites.parentsquare.com/6796/october_2010_school_board_minutes.pdf,2010-10-01,False
West Islip Union Free School District,NCES-3630690,Westbrook,general_construction,7_construction,False,7824,unknown,"Change order work at Westbrook by Watral Brothers, Inc.","Watral Brothers, Inc. - #1 at Westbrook for $7,824.00",https://files.smartsites.parentsquare.com/6796/january_2011_school_board_minutes.pdf,2011-01-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,6656,bond,Bond issue change order for construction work.,"bond issue change order: $6,656.00 to Stalco Construction",https://files.smartsites.parentsquare.com/6796/apr04mins.pdf,2004-04-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,6656,bond,Bond issue change order for construction work.,"approve bond issue change order: $6,656.00 to Stalco Construction",https://files.smartsites.parentsquare.com/6796/apr04mins.pdf,2004-04-01,False
West Islip Union Free School District,NCES-3630690,Unknown,general_construction,7_construction,False,6400,bond,Bond issue change order for construction work already in progress,"Baruti Construction Corp. – Change Order # 5 for $6,400.00",https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,6400,bond,Change order for bond issue construction work,"Baruti Construction Corp. – Change Order # 5 for $6,400.00",https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,6000,bond,Electrical power work with change order approval.,"Change Order # 4 – Ultimate Power for $6,000.00.",https://files.smartsites.parentsquare.com/6796/march_2011_school_board_minutes.pdf,2011-03-01,False
West Islip Union Free School District,NCES-3630690,,electrical_lighting,7_construction,False,6000,bond,Electrical work change order from Ultimate Power.,"Change Order # 4 – Ultimate Power for $6,000.00.",https://files.smartsites.parentsquare.com/6796/march_2011_school_board_minutes.pdf,2011-03-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,7_construction,False,5630,unknown,Window work change order approved.,"Arrow Steel Window Corp. #3 for $5,630.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,7_construction,False,5630,unknown,Window replacement change order during construction.,"Number 2 – Arrow Steel Window Corp. $ 5,630.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,7_construction,False,5630,unknown,Window and glazing work change order approved for fifty-six hundred thirty dollars.,"Arrow Steel Window Corp. #3 for $5,630.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,,envelope_windows,7_construction,False,5630,unknown,Window replacement change order number 2,"Number 2 – Arrow Steel Window Corp. $ 5,630.00",https://files.smartsites.parentsquare.com/6796/november_2010_school_board_minutes.pdf,2010-11-01,False
West Islip Union Free School District,NCES-3630690,Unknown,general_construction,7_construction,False,5550,bond,Bond issue change order for construction work already in progress,"Baruti Construction Corp. – Change Order # 4 for $5,550.00",https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,7_construction,False,5550,bond,Change order for bond issue construction work,"Baruti Construction Corp. – Change Order # 4 for $5,550.00",https://files.smartsites.parentsquare.com/6796/june_2010_school_board_minutes.pdf,2010-06-01,False
