body_id,name,segment,county,schools,enrollment,website,coverage_level,blocker_code,platform,board_page_url,own_site_doc_links,expected_meetings_per_year,docs_count,last_checked,last_success,manual_notes,is_dependent
COG-178768,FLORA COMMUNITY UNIT SCHOOL DISTRICT 35,IL School District,CLAY,,,HTTP://FLORASCHOOLS.COM,0,,,,,,,,,Census 2022 School District,False
COG-103599,BREESE ELEMENTARY SCHOOL DISTRICT 12,IL School District,CLINTON,,,HTTPS://D12BOBCATS.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-116168,AVISTON SCHOOL DISTRICT 21,IL School District,CLINTON,,,,0,,,,,,,,,Census 2022 School District,False
COG-116169,BARTELSO SCHOOL DISTRICT 57,IL School District,CLINTON,,,HTTPS://WWW.BARTELSOBRAVES.COM/,0,,,,,,,,,Census 2022 School District,False
COG-116170,DAMIANSVILLE SCHOOL DISTRICT 62,IL School District,CLINTON,,,HTTPS://DVILLE62.COM/,0,,,,,,,,,Census 2022 School District,False
COG-116171,WESCLIN COMMUNITY UNIT SCHOOL DISTRICT 3,IL School District,CLINTON,,,http://WWW.WESCLIN.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178770,CENTRAL COMMUNITY SCHOOL DISTRICT 71,IL School District,CLINTON,,,http://www.centralcougars.org/,0,,,,,,,,,Census 2022 School District,False
COG-178771,GERMANTOWN SCHOOL DISTRICT 60,IL School District,CLINTON,,,HTTPS://WWW.GES60.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178772,WILLOW GROVE SCHOOL DISTRICT 46,IL School District,CLINTON,,,HTTP://WWW.WILLOWGROVESCHOOL.COM,0,,,,,,,,,Census 2022 School District,False
COG-210196,ALBERS SCHOOL DISTRICT 63,IL School District,CLINTON,,,HTTP://WWW.ALBERSSCHOOL.DYNDNS.ORG,0,,,,,,,,,Census 2022 School District,False
COG-210197,CARLYLE COMMUNITY UNIT SCHOOL DISTRICT 1,IL School District,CLINTON,,,http://WWW.CARLYLE.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-210198,NORTH WAMAC SCHOOL DISTRICT 186,IL School District,CLINTON,,,HTTPS://NORTHWAMAC.COM/,0,,,,,,,,,Census 2022 School District,False
COG-211520,ST ROSE SCHOOL DISTRICT 14 15,IL School District,CLINTON,,,http://WWW.STROSEDISTRICT14-15.COM,0,,,,,,,,,Census 2022 School District,False
COG-103600,OAKLAND COMMUNITY UNIT SCHOOL DISTRICT 5,IL School District,COLES,,,HTTPS://WWW.OAKLAND5.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178773,CHARLESTON COMMUNITY UNIT SCHOOL DISTRICT 1,IL School District,COLES,,,HTTPS://WWW.CHARLESTON.K12.IL.US/,0,,,,,,,,,Census 2022 School District,False
COG-178774,MATTOON COMMUNITY UNIT SCHOOL DISTRICT 2,IL School District,COLES,,,http://WWW.MATTOON.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-210199,LAKE LAND COLLEGE,IL School District,COLES,,,http://www.lakelandcollege.edu,0,,,,,,,,,Census 2022 School District,False
COG-103602,ARGO COMMUNITY HIGH SCHOOL DISTRICT 217,IL School District,COOK,,,HTTPS://WWW.ARGOHS.NET/,0,,,,,,,,,Census 2022 School District,False
COG-103603,TOWNSHIP HIGH SCHOOL DISTRICT 214,IL School District,COOK,,,http://WWW.DIST214.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-103604,AVOCA SCHOOL DISTRICT 37,IL School District,COOK,,,http://WWW.AVOCA.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-103605,DOLTON SCHOOL DISTRICT 149,IL School District,COOK,,,http://www.schooldistrict149.org/,0,,,,,,,,,Census 2022 School District,False
COG-103606,INDIAN SPRINGS SCHOOL DISTRICT 109,IL School District,COOK,,,http://WWW.INDIANSPRINGSSCHOOLS.ORG,0,,,,,,,,,Census 2022 School District,False
COG-103607,CONSOLIDATED HIGH SCHOOL DISTRICT 230,IL School District,COOK,,,http://WWW.D230.ORG,0,,,,,,,,,Census 2022 School District,False
COG-103608,COMMUNITY CONSOLIDATED SCHOOL DISTRICT 59,IL School District,COOK,,,http://www.ccsd59.org/,0,,,,,,,,,Census 2022 School District,False
COG-103609,RIVER TRAILS SCHOOL DISTRICT 26,IL School District,COOK,,,http://WWW.RTSD26.ORG,0,,,,,,,,,Census 2022 School District,False
COG-103610,ALSIP-HAZLGRN-OAKLAWN SCHOOL DISTRICT 126,IL School District,COOK,,,HTTP://WWW.DIST126.ORG,0,,,,,,,,,Census 2022 School District,False
COG-103611,MAYWOOD-MELROSE PARK-BROADVIEW SCHOOL DISTRICT 89,IL School District,COOK,,,http://www.maywood89.org/,0,,,,,,,,,Census 2022 School District,False
COG-103612,OAK PARK RIVER FOREST HIGH SCHOOL DISTRICT 200,IL School District,COOK,,,HTTP://WWW.OPRFHS.ORG,0,,,,,,,,,Census 2022 School District,False
COG-103613,POSEN-ROBBINS SCHOOL DISTRICT 143-5,IL School District,COOK,,,HTTPS://WWW.PRSD1435.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-103614,RIVERSIDE-BROOKFIELD DISTRICT 208,IL School District,COOK,,,http://WWW.RBHS.W-COOK.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-103615,THORNTON TOWNSHIP HIGH SCHOOL DISTRICT 205,IL School District,COOK,,,http://WWW.DISTRICT205.NET,0,,,,,,,,,Census 2022 School District,False
COG-103620,TRITON COLLEGE,IL School District,COOK,,,http://www.triton.edu,0,,,,,,,,,Census 2022 School District,False
COG-103622,OAKTON COMMUNITY COLLEGE,IL School District,COOK,,,http://www.oakton.edu,0,,,,,,,,,Census 2022 School District,False
COG-116172,BERWYN SCHOOL DISTRICT 100,IL School District,COOK,,,HTTP://WWW.BSD100.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116173,BLOOM TOWNSHIP HIGH SCHOOL DISTRICT 206,IL School District,COOK,,,http://WWW.BLOOMDISTRICT206.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116174,GEN GEORGE PATTON SCHOOL DISTRICT 133,IL School District,COOK,,,HTTP://WWW.DISTRICT133.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116175,BREMEN COMMUNITY HIGH SCHOOL DISTRICT 228,IL School District,COOK,,,http://WWW.BHSD228.COM,0,,,,,,,,,Census 2022 School District,False
COG-116176,BROOKFIELD SCHOOL DISTRICT 95,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-116177,LINCOLN ELEM SCHOOL DISTRICT 156,IL School District,COOK,,,HTTP://L156.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116178,CENTRAL STICKNEY SCHOOL DISTRICT 110,IL School District,COOK,,,HTTPS://WWW.SAHS.K12.IL.US/,0,,,,,,,,,Census 2022 School District,False
COG-116179,CHICAGO RIDGE SCHOOL DISTRICT 127-5,IL School District,COOK,,,HTTPS://WWW.CRSD1275.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-116180,EAST MAINE SCHOOL DISTRICT 63,IL School District,COOK,,,http://www.emsd63.org/,0,,,,,,,,,Census 2022 School District,False
COG-116181,EVERGREEN PARK SCHOOL DISTRICT 124,IL School District,COOK,,,HTTP://WWW.D124.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116182,FOREST PARK SCHOOL DISTRICT 91,IL School District,COOK,,,HTTP://WWW.FORESTPARKSCHOOLS.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116183,NORTHFIELD TOWNSHIP HIGH SCHOOL DISTRICT 225,IL School District,COOK,,,HTTP://WWW.GLENBROOK225.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116184,GLENCOE SCHOOL DISTRICT 35,IL School District,COOK,,,http://www.glencoeschools.org/,0,,,,,,,,,Census 2022 School District,False
COG-116185,HAZEL CREST SCHOOL DISTRICT 152-5,IL School District,COOK,,,HTTPS://WWW.SD1525.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-116186,LA GRANGE SCHOOL DISTRICT 102,IL School District,COOK,,,http://WWW.DIST102.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-116187,LANSING SCHOOL DISTRICT 158,IL School District,COOK,,,HTTPS://WWW.D158.NET/,0,,,,,,,,,Census 2022 School District,False
COG-116188,LEMONT TOWNSHIP HIGH SCHOOL DISTRICT 210,IL School District,COOK,,,http://WWW.LEMONT.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-116189,LYONS SCHOOL DISTRICT 103,IL School District,COOK,,,HTTPS://WWW.SD103.COM/,0,,,,,,,,,Census 2022 School District,False
COG-116190,MAINE TOWNSHIP HIGH SCHOOL DISTRICT 207,IL School District,COOK,,,http://WWW.MAINE207.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-116191,PRAIRE HILLS ELEMENTARY SCHOOL DISTRICT 144,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-116192,MIDLOTHIAN SCHOOL DISTRICT 143,IL School District,COOK,,,HTTP://WWW.MSD143.COM,0,,,,,,,,,Census 2022 School District,False
COG-116193,MT PROSPECT SCHOOL DISTRICT 57,IL School District,COOK,,,HTTP://WWW.D57.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116194,NILES SCHOOL DISTRICT 71,IL School District,COOK,,,http://www.culver71.net/,0,,,,,,,,,Census 2022 School District,False
COG-116195,NORTHBROOK SCHOOL DISTRICT 28,IL School District,COOK,,,HTTPS://WWW.NORTHBROOK28.NET/,0,,,,,,,,,Census 2022 School District,False
COG-116196,OAK LAWN-HOMETOWN SCHOOL DISTRICT 123,IL School District,COOK,,,HTTPS://WWW.D123.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-116197,PALOS HEIGHTS SCHOOL DISTRICT 128,IL School District,COOK,,,http://WWW.D128.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-116198,PALOS COMMUNITY CONSOLIDATED SCHOOL DISTRICT 118,IL School District,COOK,,,http://WWW.PALOS118.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116199,PLEASANTDALE SCHOOL DISTRICT 107,IL School District,COOK,,,http://WWW.PLEASANTDALE.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-116200,SANDRIDGE SCHOOL DISTRICT 172,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-116201,SKOKIE SCHOOL DISTRICT 68,IL School District,COOK,,,http://WWW.SD68.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-116202,SOUTH HOLLAND SCHOOL DISTRICT 151,IL School District,COOK,,,HTTPS://WWW.SHSD151.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-116203,THORNTON SCHOOL DISTRICT 154,IL School District,COOK,,,http://WWW.WOLCOTTSCHOOL.NET,0,,,,,,,,,Census 2022 School District,False
COG-116204,WEST HARVEY DIX MOOR PUBLIC SCHOOL DISTRICT 147,IL School District,COOK,,,HTTP://WWW.WHD147.ORG,0,,,,,,,,,Census 2022 School District,False
COG-116205,WHEELING COMMUNITY CONSOLIDATED SCHOOL DISTRICT 21,IL School District,COOK,,,http://www.d21.k12.il.us/,0,,,,,,,,,Census 2022 School District,False
COG-116206,WINNETKA SCHOOL DISTRICT 36,IL School District,COOK,,,HTTPS://WWW.WINNETKA36.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-125938,NEW TRIER TOWNSHIP HIGH SCHOOL DISTRICT 203,IL School District,COOK,,,HTTPS://WWW.NEWTRIER.K12.IL.US/,0,,,,,,,,,Census 2022 School District,False
COG-125940,CITY COLLEGES OF CHICAGO,IL School District,COOK,,,HTTPS://WWW.CCC.EDU/,0,,,,,,,,,Census 2022 School District,False
COG-138013,CITY OF CHICAGO SCHOOL DISTRICT 299,IL School District,COOK,,,http://www.cps.k12.il.us/,0,,,,,,,,,Census 2022 School District,False
COG-178776,ARLINGTON HEIGHTS SCHOOL DISTRICT 25,IL School District,COOK,,,HTTPS://WWW.SD25.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178777,BELLWOOD SCHOOL DISTRICT 88,IL School District,COOK,,,HTTPS://WWW.SD88.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178778,BERKELEY SCHOOL DISTRICT 87,IL School District,COOK,,,HTTPS://WWW.BERKELEY87.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178779,BLUE ISLAND SCHOOL DISTRICT 130,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-178780,BURNHAM SCHOOL DISTRICT 154-5,IL School District,COOK,,,HTTP://WWW.D1545.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178781,CALUMET CITY SCHOOL DISTRICT 155,IL School District,COOK,,,HTTPS://WWW.CALUMETCITY155.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178782,CALUMET SCHOOL DISTRICT 132,IL School District,COOK,,,HTTP://WWW.SD132.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178783,CHICAGO HEIGHTS SCHOOL DISTRICT 170,IL School District,COOK,,,HTTPS://WWW.SD170.COM/,0,,,,,,,,,Census 2022 School District,False
COG-178784,CICERO SCHOOL DISTRICT 99,IL School District,COOK,,,http://www.cicd99.edu/,0,,,,,,,,,Census 2022 School District,False
COG-178785,SKOKIE COMMUNITY SCHOOL DISTRICT 73-5,IL School District,COOK,,,http://www.skokie735.k12.il.us/,0,,,,,,,,,Census 2022 School District,False
COG-178786,FORD HEIGHTS SCHOOL DISTRICT 169,IL School District,COOK,,,HTTPS://WWW.FORDHEIGHTS169.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178787,DES PLAINES SCHOOL DISTRICT 62,IL School District,COOK,,,http://WWW.D62.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178788,EAST PRAIRIE SCHOOL DISTRICT 73,IL School District,COOK,,,HTTP://WWW.EPS73.NET/,0,,,,,,,,,Census 2022 School District,False
COG-178789,EVANSTON COMMUNITY CONSOLIDATED SCHOOL DISTRICT 65,IL School District,COOK,,,http://WWW.D65.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178790,EVANSTON TOWNSHIP HIGH SCHOOL DISTRICT 202,IL School District,COOK,,,http://WWW.ETHS.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178791,EVERGREEN PARK COMMUNITY HIGH SCHOOL DISTRICT 231,IL School District,COOK,,,http://WWW.EVERGREENPARK.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178792,FLOSSMOOR SCHOOL DISTRICT 161,IL School District,COOK,,,http://WWW.SD161.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178793,FOREST RIDGE SCHOOL DISTRICT 142,IL School District,COOK,,,HTTPS://WWW.D142.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178794,FRANKLIN PARK SCHOOL DISTRICT 84,IL School District,COOK,,,http://WWW.D84.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178795,HARVEY SCHOOL DISTRICT 152,IL School District,COOK,,,HTTPS://WWW.HARVEY152.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178796,HILLSIDE SCHOOL DISTRICT 93,IL School District,COOK,,,HTTPS://WWW.HILLSIDE93.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178797,HOMEWOOD SCHOOL DISTRICT 153,IL School District,COOK,,,http://WWW.HOMEWOODSD153.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178798,KIRBY SCHOOL DISTRICT 140,IL School District,COOK,,,http://WWW.KSD140.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178799,KOMAREK SCHOOL DISTRICT 94,IL School District,COOK,,,HTTPS://WWW.KOMAREKSCHOOL.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178800,LEMONT-BROMBEREK COMBINED SCHOOL DISTRICT 113 A,IL School District,COOK,,,HTTP://WWW.SD113A.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178801,LEYDEN COMMUNITY HIGH SCHOOL DISTRICT 212,IL School District,COOK,,,HTTP://WWW.LEYDEN212.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178802,LINCOLNWOOD SCHOOL DISTRICT 74,IL School District,COOK,,,HTTPS://WWW.SD74.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178803,SOUTH HOLLAND SCHOOL DISTRICT 150,IL School District,COOK,,,HTTP://WWW.SD150.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178804,MORTON GROVE SCHOOL DISTRICT 70,IL School District,COOK,,,http://WWW.PARKVIEW70.NET,0,,,,,,,,,Census 2022 School District,False
COG-178805,NILES TOWNSHIP COMMUNITY HIGH SCHOOL DISTRICT 219,IL School District,COOK,,,http://WWW.NILES-HS.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178806,NORTH PALOS SCHOOL DISTRICT 117,IL School District,COOK,,,HTTPS://WWW.NPD117.NET/,0,,,,,,,,,Census 2022 School District,False
COG-178807,OAK LAWN C HIGH SCHOOL DISTRICT 229,IL School District,COOK,,,HTTP://WWW.OLCHS.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178808,PALATINE COMMUNITY CONSOLIDATED SCHOOL DISTRICT 15,IL School District,COOK,,,http://www.ccsd15.net/,0,,,,,,,,,Census 2022 School District,False
COG-178809,TOWNSHIP HIGH SCHOOL DISTRICT 211,IL School District,COOK,,,http://www.d211.org/,0,,,,,,,,,Census 2022 School District,False
COG-178810,PARK FOREST SCHOOL DISTRICT 163,IL School District,COOK,,,http://WWW.SD163.COM,0,,,,,,,,,Census 2022 School District,False
COG-178811,PARK RIDGE COMMUNITY CONSOLIDATED DISTRICT 64,IL School District,COOK,,,http://WWW.D64.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178812,LA GRANGE HIGHLANDS SCHOOL DISTRICT 106,IL School District,COOK,,,HTTP://WWW.DISTRICT106.NET/,0,,,,,,,,,Census 2022 School District,False
COG-178813,PROSPECT HEIGHTS SCHOOL DISTRICT 23,IL School District,COOK,,,http://WWW.D23.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178814,RHODES SCHOOL DISTRICT 84-5,IL School District,COOK,,,http://WWW.RHODES.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178815,RIVER GROVE SCHOOL DISTRICT 85-5,IL School District,COOK,,,HTTPS://WWW.RIVERGROVESCHOOL.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178816,RIVERSIDE SCHOOL DISTRICT 96,IL School District,COOK,,,HTTPS://WWW.DISTRICT96.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-178817,SCHAUMBURG COMMUNITY CONSOLIDATED SCHOOL DISTRICT 54,IL School District,COOK,,,http://web54.sd54.k12.il.us/,0,,,,,,,,,Census 2022 School District,False
COG-178818,SKOKIE SCHOOL DISTRICT 69,IL School District,COOK,,,http://WWW.SKOKIE69.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178819,SUNNYBROOK SCHOOL DISTRICT 171,IL School District,COOK,,,HTTP://WWW.SD171.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178820,TINLEY PARK COMMUNITY SCHOOL DISTRICT 146,IL School District,COOK,,,HTTP://WWW.DISTRICT146.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178821,WESTCHESTER SCHOOL DISTRICT 92-5,IL School District,COOK,,,http://WWW.SD925.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178822,WEST NORTHFIELD SCHOOL DISTRICT 31,IL School District,COOK,,,http://DIST31.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-178823,WILMETTE SCHOOL DISTRICT 39,IL School District,COOK,,,http://www.wilmette39.org/,0,,,,,,,,,Census 2022 School District,False
COG-178840,HOMEWOOD-FLOSSMOOR COMMUNITY HIGH SCHOOL DISTRICT 233,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-178841,RIDGEWOOD COMMUNITY HIGH SCHOOL DISTRICT 234,IL School District,COOK,,,HTTP://WWW.D234.ORG,0,,,,,,,,,Census 2022 School District,False
COG-178842,WILLIAM RAINEY HARPER COLLEGE,IL School District,COOK,,,http://www.harpercollege.edu,0,,,,,,,,,Census 2022 School District,False
COG-178843,MORTON COLLEGE,IL School District,COOK,,,http://www.morton.edu/,0,,,,,,,,,Census 2022 School District,False
COG-178844,MORAINE VALLEY COMMUNITY COLLEGE,IL School District,COOK,,,http://www.morainevalley.edu,0,,,,,,,,,Census 2022 School District,False
COG-178845,SOUTH SUBURBAN COLLEGE,IL School District,COOK,,,http://www.southsuburbancollege.edu,0,,,,,,,,,Census 2022 School District,False
COG-185210,BERWYN NORTH SCHOOL DISTRICT 98,IL School District,COOK,,,http://www.nb98.org/,0,,,,,,,,,Census 2022 School District,False
COG-185211,LYONS TOWNSHIP HIGH SCHOOL DISTRICT 204,IL School District,COOK,,,HTTPS://WWW.LTHS.NET/,0,,,,,,,,,Census 2022 School District,False
COG-185212,WORTH SCHOOL DISTRICT 127,IL School District,COOK,,,http://www.villageofworth.com/schools.htm,0,,,,,,,,,Census 2022 School District,False
COG-188202,DOLTON SCHOOL DISTRICT 148,IL School District,COOK,,,http://WWW.DISTRICT148.NET,0,,,,,,,,,Census 2022 School District,False
COG-188203,LINDOP SCHOOL DISTRICT 92,IL School District,COOK,,,http://WWW.LINDOP.W-COOK.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-188204,ROSEMONT SCHOOL DISTRICT 78,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-201712,J STERLING MORTON HIGH SCHOOL DISTRICT 201,IL School District,COOK,,,http://www.jsmortonhs.com/,0,,,,,,,,,Census 2022 School District,False
COG-201713,REAVIS TOWNSHIP HIGH SCHOOL DISTRICT 220,IL School District,COOK,,,HTTP://WWW.REAVISD220.ORG,0,,,,,,,,,Census 2022 School District,False
COG-201714,BURBANK SCHOOL DISTRICT 111,IL School District,COOK,,,http://WWW.BURBANK.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-203067,BROOKWOOD SCHOOL DISTRICT 167,IL School District,COOK,,,http://www.brookwood.s-cook.k12.il.us/,0,,,,,,,,,Census 2022 School District,False
COG-203068,COUNTRY CLUB HILLS SCHOOL DISTRICT 160,IL School District,COOK,,,http://WWW.D160.S-COOK.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-203069,ELMWOOD PARK COMMUNITY UNIT SCHOOL DISTRICT 401,IL School District,COOK,,,http://WWW.SD401.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-203070,SKOKIE-FAIRVIEW SCHOOL DISTRICT 72,IL School District,COOK,,,http://WWW.FAIRVIEW.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-203071,HOOVER SCHRUM MEMORIAL SCHOOL DISTRICT 157,IL School District,COOK,,,HTTPS://WWW.HSDIST157.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-203072,KENILWORTH SCHOOL DISTRICT 38,IL School District,COOK,,,http://WWW.KENILWORTH.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-203073,PENNOYER ELEMENTARY SCHOOL DISTRICT 79,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-203074,RICH TOWNSHIP HIGH SCHOOL DISTRICT 227,IL School District,COOK,,,HTTP://WWW.RICH227.ORG,0,,,,,,,,,Census 2022 School District,False
COG-203075,RIDGELAND SCHOOL DISTRICT 122,IL School District,COOK,,,http://WWW.RIDGELAND122.COM,0,,,,,,,,,Census 2022 School District,False
COG-203076,SCHILLER PARK SCHOOL DISTRICT 81,IL School District,COOK,,,http://WWW.D81.W-COOK.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-203077,THORNTON-FR T H SCHOOL DISTRICT 215,IL School District,COOK,,,,0,,,,,,,,,Census 2022 School District,False
COG-203078,UNION RIDGE SCHOOL DISTRICT 86,IL School District,COOK,,,http://WWW.URS86.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-204404,ARBOR PARK SCHOOL DISTRICT 145,IL School District,COOK,,,http://WWW.ARBOR145.ORG,0,,,,,,,,,Census 2022 School District,False
COG-204405,PRAIRIE STATE COLLEGE,IL School District,COOK,,,http://www.prairiestate.edu,0,,,,,,,,,Census 2022 School District,False
COG-210200,ATWOOD HEIGHTS SCHOOL DISTRICT 125,IL School District,COOK,,,HTTP://WWW.AHSD125.ORG,0,,,,,,,,,Census 2022 School District,False
COG-210201,COMMUNITY HIGH SCHOOL DISTRICT 218,IL School District,COOK,,,http://WWW.CHSD218.ORG,0,,,,,,,,,Census 2022 School District,False
COG-210202,GLENVIEW COMMUNITY CONSOLIDATED SCHOOL DISTRICT 34,IL School District,COOK,,,http://www.glenview34.org/,0,,,,,,,,,Census 2022 School District,False
COG-210203,NORRIDGE SCHOOL DISTRICT 80,IL School District,COOK,,,http://WWW.NORRIDGE80.ORG,0,,,,,,,,,Census 2022 School District,False
COG-210204,LA GRANGE SCHOOL DISTRICT 105,IL School District,COOK,,,http://WWW.D105.NET,0,,,,,,,,,Census 2022 School District,False
COG-210205,MANNHEIM SCHOOL DISTRICT 83,IL School District,COOK,,,http://www.d83.org/,0,,,,,,,,,Census 2022 School District,False
COG-210206,MATTESON SCHOOL DISTRICT 162,IL School District,COOK,,,http://WWW.SD162.ORG,0,,,,,,,,,Census 2022 School District,False
COG-210207,RIVER FOREST SCHOOL DISTRICT 90,IL School District,COOK,,,http://WWW.DISTRICT90.ORG,0,,,,,,,,,Census 2022 School District,False
COG-210208,ELEM SCHOOL DISTRICT 159,IL School District,COOK,,,http://WWW.DIST159.COM,0,,,,,,,,,Census 2022 School District,False
COG-210209,STEGER SCHOOL DISTRICT 194,IL School District,COOK,,,http://WWW.SD194.ORG,0,,,,,,,,,Census 2022 School District,False
COG-210210,SUNSET RIDGE SCHOOL DISTRICT 29,IL School District,COOK,,,http://www.sunsetridge29.net/,0,,,,,,,,,Census 2022 School District,False
COG-210211,WESTERN SPRINGS SCHOOL DISTRICT 101,IL School District,COOK,,,HTTPS://WWW.WSD101.ORG/,0,,,,,,,,,Census 2022 School District,False
COG-210212,WILLOW SPRINGS SCHOOL DISTRICT 108,IL School District,COOK,,,http://WWW.D108.S-COOK.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-211521,NORTHBROOK SCHOOL DISTRICT 27,IL School District,COOK,,,HTTP://WWW.NB27.ORG,0,,,,,,,,,Census 2022 School District,False
COG-211522,ORLAND PARK SCHOOL DISTRICT 135,IL School District,COOK,,,http://WWW.ORLAND135.ORG,0,,,,,,,,,Census 2022 School District,False
COG-211523,SUMMIT SCHOOL DISTRICT 104,IL School District,COOK,,,HTTPS://WWW.SD104.US/,0,,,,,,,,,Census 2022 School District,False
COG-212730,GOLF SCHOOL DISTRICT 67,IL School District,COOK,,,http://WWW.GOLF67.NET,0,,,,,,,,,Census 2022 School District,False
COG-212797,COMMUNITY CONSOLIDATED SCHOOL DISTRICT 168,IL School District,COOK,,,http://WWW.D168.ORG,0,,,,,,,,,Census 2022 School District,False
COG-212798,PROVISO TOWNSHIP HIGH SCHOOL DISTRICT 209,IL School District,COOK,,,http://WWW.PROVISO.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-213004,NORTHBROOK-GLENVIEW SCHOOL DISTRICT 30,IL School District,COOK,,,http://WWW.DISTRICT30.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-213005,OAK PARK ELEMENTARY SCHOOL DISTRICT 97,IL School District,COOK,,,http://WWW.OP97.K12.IL.US,0,,,,,,,,,Census 2022 School District,False
COG-116216,HUTSONVILLE COMMUNITY UNIT SCHOOL DISTRICT 1,IL School District,CRAWFORD,,,HTTPS://WWW.HUTSONVILLETIGERS.NET/,0,,,,,,,,,Census 2022 School District,False
